Maximum CNC 25 LB,"-0.09207",N
Time at Maximum CNC 25 LB,"0.00000",s
Extension at Maximum CNC 25 LB,"-0.00254",mm
Rate 1,"0.14700",mm/s
Start date,"9/14/2021"
Specimen label,""

Time,Extension,CNC 25 LB
(s),(mm),(N)
"127.42500","18.72543","-12.12829"
"127.45000","18.72901","-12.11842"
"127.47500","18.73268","-12.10987"
"127.50000","18.73636","-12.10099"
"127.52500","18.74011","-12.09143"
"127.55000","18.74491","-12.08308"
"127.57500","18.74901","-12.07410"
"127.60000","18.75255","-12.06612"
"127.62500","18.75576","-12.05787"
"127.65000","18.75888","-12.04948"
"127.67500","18.76219","-12.04181"
"127.70000","18.76576","-12.03223"
"127.72500","18.76936","-12.02550"
"127.75000","18.77300","-12.01588"
"127.77500","18.77664","-12.00796"
"127.80000","18.78024","-12.00022"
"127.82500","18.78386","-11.99273"
"127.85000","18.78758","-11.98369"
"127.87500","18.79129","-11.97535"
"127.90000","18.79495","-11.96809"
"127.92500","18.79860","-11.95955"
"127.95000","18.80225","-11.95284"
"127.97500","18.80595","-11.94506"
"128.00000","18.80960","-11.93670"
"128.02500","18.81332","-11.92961"
"128.05000","18.81702","-11.92298"
"128.07500","18.82069","-11.91538"
"128.10000","18.82431","-11.90809"
"128.12500","18.82799","-11.90117"
"128.15000","18.83170","-11.89363"
"128.17500","18.83542","-11.88654"
"128.20000","18.83908","-11.87864"
"128.22500","18.84271","-11.87127"
"128.25000","18.84633","-11.86403"
"128.27500","18.85001","-11.85836"
"128.30000","18.85378","-11.84997"
"128.32500","18.85752","-11.84356"
"128.35000","18.86113","-11.83679"
"128.37500","18.86472","-11.83043"
"128.40000","18.86845","-11.82415"
"128.42500","18.87218","-11.81699"
"128.45000","18.87588","-11.81088"
"128.47500","18.87952","-11.80330"
"128.50000","18.88316","-11.79717"
"128.52500","18.88688","-11.79019"
"128.55000","18.89056","-11.78395"
"128.57500","18.89430","-11.77805"
"128.60000","18.89799","-11.77042"
"128.62500","18.90164","-11.76449"
"128.65000","18.90528","-11.75875"
"128.67500","18.90897","-11.75243"
"128.70000","18.91266","-11.74682"
"128.72500","18.91634","-11.74096"
"128.75000","18.92002","-11.73487"
"128.77500","18.92368","-11.72834"
"128.80000","18.92732","-11.72357"
"128.82500","18.93096","-11.71798"
"128.85000","18.93469","-11.71109"
"128.87500","18.93842","-11.70681"
"128.90000","18.94207","-11.70011"
"128.92500","18.94565","-11.69358"
"128.95000","18.94932","-11.68832"
"128.97500","18.95300","-11.68280"
"129.00000","18.95673","-11.67717"
"129.02500","18.96041","-11.67182"
"129.05000","18.96406","-11.66737"
"129.07500","18.96769","-11.66069"
"129.10000","18.97133","-11.65671"
"129.12500","18.97511","-11.65119"
"129.15000","18.97882","-11.64490"
"129.17500","18.98252","-11.64126"
"129.20000","18.98656","-11.63436"
"129.22500","18.99047","-11.62974"
"129.25000","18.99392","-11.62430"
"129.27500","18.99738","-11.61930"
"129.30000","19.00096","-11.61449"
"129.32500","19.00453","-11.60924"
"129.35000","19.00812","-11.60563"
"129.37500","19.01179","-11.59937"
"129.40000","19.01556","-11.59514"
"129.42500","19.01926","-11.59096"
"129.45000","19.02287","-11.58494"
"129.47500","19.02649","-11.57996"
"129.50000","19.03020","-11.57440"
"129.52500","19.03387","-11.57103"
"129.55000","19.03758","-11.56564"
"129.57500","19.04127","-11.56151"
"129.60000","19.04490","-11.55685"
"129.62500","19.04852","-11.55130"
"129.65000","19.05223","-11.54821"
"129.67500","19.05599","-11.54204"
"129.70000","19.05967","-11.53779"
"129.72500","19.06332","-11.53425"
"129.75000","19.06695","-11.52871"
"129.77500","19.07067","-11.52509"
"129.80000","19.07432","-11.51997"
"129.82500","19.07804","-11.51634"
"129.85000","19.08175","-11.51116"
"129.87500","19.08533","-11.50763"
"129.90000","19.08897","-11.50343"
"129.92500","19.09266","-11.49805"
"129.95000","19.09642","-11.49329"
"129.97500","19.10012","-11.48846"
"130.00000","19.10379","-11.48399"
"130.02500","19.10739","-11.48017"
"130.05000","19.11105","-11.47575"
"130.07500","19.11473","-11.47179"
"130.10000","19.11848","-11.46753"
"130.12500","19.12220","-11.46339"
"130.15000","19.12581","-11.45856"
"130.17500","19.12944","-11.45465"
"130.20000","19.13310","-11.45098"
"130.22500","19.13685","-11.44687"
"130.25000","19.14057","-11.44263"
"130.27500","19.14422","-11.43857"
"130.30000","19.14785","-11.43462"
"130.32500","19.15153","-11.43025"
"130.35000","19.15522","-11.42621"
"130.37500","19.15894","-11.42192"
"130.40000","19.16263","-11.41885"
"130.42500","19.16627","-11.41352"
"130.45000","19.16990","-11.40932"
"130.47500","19.17358","-11.40436"
"130.50000","19.17728","-11.40088"
"130.52500","19.18102","-11.39549"
"130.55000","19.18466","-11.39256"
"130.57500","19.18832","-11.38801"
"130.60000","19.19196","-11.38328"
"130.62500","19.19565","-11.37943"
"130.65000","19.19936","-11.37574"
"130.67500","19.20311","-11.37196"
"130.70000","19.20673","-11.36731"
"130.72500","19.21034","-11.36339"
"130.75000","19.21403","-11.35961"
"130.77500","19.21777","-11.35535"
"130.80000","19.22149","-11.35128"
"130.82500","19.22512","-11.34760"
"130.85000","19.22876","-11.34271"
"130.87500","19.23244","-11.33931"
"130.90000","19.23616","-11.33557"
"130.92500","19.23991","-11.33197"
"130.95000","19.24362","-11.32766"
"130.97500","19.24724","-11.32426"
"131.00000","19.25088","-11.31956"
"131.02500","19.25474","-11.31716"
"131.05000","19.25857","-11.31260"
"131.07500","19.26217","-11.30899"
"131.10000","19.26571","-11.30532"
"131.12500","19.26928","-11.30127"
"131.15000","19.27293","-11.29722"
"131.17500","19.27655","-11.29363"
"131.20000","19.28026","-11.29011"
"131.22500","19.28396","-11.28589"
"131.25000","19.28761","-11.28207"
"131.27500","19.29127","-11.27884"
"131.30000","19.29506","-11.27463"
"131.32500","19.29907","-11.27174"
"131.35000","19.30289","-11.26832"
"131.37500","19.30635","-11.26439"
"131.40000","19.30975","-11.26048"
"131.42500","19.31322","-11.25698"
"131.45000","19.31681","-11.25324"
"131.47500","19.32053","-11.24978"
"131.50000","19.32427","-11.24654"
"131.52500","19.32792","-11.24267"
"131.55000","19.33149","-11.23885"
"131.57500","19.33518","-11.23616"
"131.60000","19.33889","-11.23182"
"131.62500","19.34263","-11.22831"
"131.65000","19.34631","-11.22549"
"131.67500","19.34994","-11.22139"
"131.70000","19.35357","-11.21832"
"131.72500","19.35728","-11.21530"
"131.75000","19.36106","-11.21248"
"131.77500","19.36475","-11.20873"
"131.80000","19.36834","-11.20539"
"131.82500","19.37194","-11.20103"
"131.85000","19.37567","-11.19783"
"131.87500","19.37940","-11.19429"
"131.90000","19.38311","-11.19174"
"131.92500","19.38677","-11.18842"
"131.95000","19.39039","-11.18455"
"131.97500","19.39404","-11.18147"
"132.00000","19.39773","-11.17734"
"132.02500","19.40147","-11.17426"
"132.05000","19.40517","-11.17140"
"132.07500","19.40878","-11.16743"
"132.10000","19.41242","-11.16392"
"132.12500","19.41610","-11.16107"
"132.15000","19.41979","-11.15773"
"132.17500","19.42352","-11.15449"
"132.20000","19.42718","-11.15196"
"132.22500","19.43077","-11.14804"
"132.25000","19.43441","-11.14550"
"132.27500","19.43813","-11.14181"
"132.30000","19.44189","-11.13877"
"132.32500","19.44557","-11.13555"
"132.35000","19.44919","-11.13271"
"132.37500","19.45281","-11.12937"
"132.40000","19.45650","-11.12620"
"132.42500","19.46020","-11.12411"
"132.45000","19.46395","-11.11963"
"132.47500","19.46766","-11.11732"
"132.50000","19.47126","-11.11446"
"132.52500","19.47489","-11.11071"
"132.55000","19.47860","-11.10769"
"132.57500","19.48231","-11.10502"
"132.60000","19.48602","-11.10131"
"132.62500","19.48968","-11.09859"
"132.65000","19.49330","-11.09649"
"132.67500","19.49696","-11.09335"
"132.70000","19.50061","-11.08978"
"132.72500","19.50432","-11.08717"
"132.75000","19.50805","-11.08387"
"132.77500","19.51170","-11.08127"
"132.80000","19.51531","-11.07749"
"132.82500","19.51901","-11.07508"
"132.85000","19.52273","-11.07137"
"132.87500","19.52643","-11.06942"
"132.90000","19.53007","-11.06620"
"132.92500","19.53368","-11.06335"
"132.95000","19.53734","-11.06082"
"132.97500","19.54100","-11.05784"
"133.00000","19.54477","-11.05475"
"133.02500","19.54853","-11.05198"
"133.05000","19.55213","-11.04924"
"133.07500","19.55569","-11.04637"
"133.10000","19.55940","-11.04423"
"133.12500","19.56317","-11.04129"
"133.15000","19.56689","-11.03839"
"133.17500","19.57052","-11.03601"
"133.20000","19.57413","-11.03312"
"133.22500","19.57780","-11.03047"
"133.25000","19.58151","-11.02720"
"133.27500","19.58527","-11.02400"
"133.30000","19.58899","-11.02125"
"133.32500","19.59259","-11.01919"
"133.35000","19.59621","-11.01614"
"133.37500","19.59997","-11.01324"
"133.40000","19.60378","-11.01045"
"133.42500","19.60755","-11.00859"
"133.45000","19.61116","-11.00460"
"133.47500","19.61476","-11.00199"
"133.50000","19.61842","-10.99964"
"133.52500","19.62206","-10.99599"
"133.55000","19.62579","-10.99428"
"133.57500","19.62945","-10.99023"
"133.60000","19.63305","-10.98918"
"133.62500","19.63666","-10.98650"
"133.65000","19.64037","-10.98312"
"133.67500","19.64432","-10.98061"
"133.70000","19.64814","-10.97738"
"133.72500","19.65169","-10.97657"
"133.75000","19.65513","-10.97297"
"133.77500","19.65869","-10.97079"
"133.80000","19.66232","-10.96812"
"133.82500","19.66607","-10.96545"
"133.85000","19.66976","-10.96279"
"133.87500","19.67338","-10.96020"
"133.90000","19.67699","-10.95777"
"133.92500","19.68070","-10.95593"
"133.95000","19.68441","-10.95290"
"133.97500","19.68813","-10.95093"
"134.00000","19.69180","-10.94752"
"134.02500","19.69542","-10.94565"
"134.05000","19.69903","-10.94295"
"134.07500","19.70269","-10.94014"
"134.10000","19.70645","-10.93904"
"134.12500","19.71014","-10.93612"
"134.15000","19.71380","-10.93359"
"134.17500","19.71742","-10.93115"
"134.20000","19.72111","-10.92849"
"134.22500","19.72481","-10.92564"
"134.25000","19.72853","-10.92282"
"134.27500","19.73224","-10.92121"
"134.30000","19.73583","-10.91770"
"134.32500","19.73944","-10.91619"
"134.35000","19.74313","-10.91390"
"134.37500","19.74689","-10.91094"
"134.40000","19.75060","-10.90986"
"134.42500","19.75422","-10.90657"
"134.45000","19.75785","-10.90418"
"134.47500","19.76159","-10.90239"
"134.50000","19.76526","-10.89982"
"134.52500","19.76897","-10.89759"
"134.55000","19.77267","-10.89503"
"134.57500","19.77631","-10.89356"
"134.60000","19.77996","-10.89035"
"134.62500","19.78364","-10.88809"
"134.65000","19.78737","-10.88588"
"134.67500","19.79104","-10.88329"
"134.70000","19.79471","-10.88184"
"134.72500","19.79835","-10.87906"
"134.75000","19.80203","-10.87686"
"134.77500","19.80572","-10.87396"
"134.80000","19.80944","-10.87240"
"134.82500","19.81318","-10.87023"
"134.85000","19.81680","-10.86744"
"134.87500","19.82042","-10.86574"
"134.90000","19.82409","-10.86295"
"134.92500","19.82783","-10.85998"
"134.95000","19.83157","-10.85904"
"134.97500","19.83524","-10.85645"
"135.00000","19.83884","-10.85448"
"135.02500","19.84252","-10.85169"
"135.05000","19.84616","-10.84975"
"135.07500","19.84990","-10.84846"
"135.10000","19.85362","-10.84554"
"135.12500","19.85725","-10.84281"
"135.15000","19.86085","-10.83964"
"135.17500","19.86453","-10.83854"
"135.20000","19.86828","-10.83614"
"135.22500","19.87197","-10.83449"
"135.25000","19.87563","-10.83259"
"135.27500","19.87924","-10.83048"
"135.30000","19.88296","-10.82792"
"135.32500","19.88663","-10.82596"
"135.35000","19.89038","-10.82359"
"135.37500","19.89406","-10.82181"
"135.40000","19.89766","-10.81921"
"135.42500","19.90130","-10.81750"
"135.45000","19.90500","-10.81511"
"135.47500","19.90871","-10.81346"
"135.50000","19.91241","-10.81162"
"135.52500","19.91607","-10.80846"
"135.55000","19.91971","-10.80785"
"135.57500","19.92335","-10.80540"
"135.60000","19.92705","-10.80361"
"135.62500","19.93078","-10.80072"
"135.65000","19.93447","-10.79925"
"135.67500","19.93811","-10.79721"
"135.70000","19.94170","-10.79463"
"135.72500","19.94540","-10.79317"
"135.75000","19.94910","-10.79066"
"135.77500","19.95282","-10.78893"
"135.80000","19.95646","-10.78766"
"135.82500","19.96010","-10.78489"
"135.85000","19.96375","-10.78415"
"135.87500","19.96745","-10.78105"
"135.90000","19.97120","-10.77947"
"135.92500","19.97492","-10.77710"
"135.95000","19.97852","-10.77435"
"135.97500","19.98211","-10.77238"
"136.00000","19.98582","-10.77003"
"136.02500","19.98952","-10.76943"
"136.05000","19.99324","-10.76724"
"136.07500","19.99692","-10.76471"
"136.10000","20.00053","-10.76295"
"136.12500","20.00416","-10.76094"
"136.15000","20.00787","-10.75956"
"136.17500","20.01162","-10.75736"
"136.20000","20.01530","-10.75559"
"136.22500","20.01892","-10.75300"
"136.25000","20.02253","-10.75217"
"136.27500","20.02627","-10.74993"
"136.30000","20.02995","-10.74759"
"136.32500","20.03382","-10.74687"
"136.35000","20.03767","-10.74422"
"136.37500","20.04123","-10.74235"
"136.40000","20.04477","-10.74031"
"136.42500","20.04836","-10.73794"
"136.45000","20.05205","-10.73589"
"136.47500","20.05573","-10.73279"
"136.50000","20.05937","-10.73054"
"136.52500","20.06298","-10.72857"
"136.55000","20.06666","-10.72619"
"136.57500","20.07035","-10.72539"
"136.60000","20.07406","-10.72236"
"136.62500","20.07776","-10.72092"
"136.65000","20.08143","-10.71926"
"136.67500","20.08516","-10.71691"
"136.70000","20.08886","-10.71555"
"136.72500","20.09256","-10.71408"
"136.75000","20.09616","-10.71187"
"136.77500","20.09968","-10.70985"
"136.80000","20.10324","-10.70761"
"136.82500","20.10692","-10.70611"
"136.85000","20.11063","-10.70397"
"136.87500","20.11436","-10.70306"
"136.90000","20.11805","-10.70040"
"136.92500","20.12166","-10.69917"
"136.95000","20.12528","-10.69846"
"136.97500","20.12899","-10.69538"
"137.00000","20.13275","-10.69404"
"137.02500","20.13643","-10.69119"
"137.05000","20.14006","-10.68999"
"137.07500","20.14368","-10.68787"
"137.10000","20.14738","-10.68660"
"137.12500","20.15104","-10.68533"
"137.15000","20.15477","-10.68292"
"137.17500","20.15850","-10.68142"
"137.20000","20.16213","-10.67922"
"137.22500","20.16576","-10.67783"
"137.25000","20.16946","-10.67622"
"137.27500","20.17320","-10.67420"
"137.30000","20.17692","-10.67295"
"137.32500","20.18058","-10.67100"
"137.35000","20.18422","-10.66921"
"137.37500","20.18789","-10.66728"
"137.40000","20.19156","-10.66600"
"137.42500","20.19530","-10.66456"
"137.45000","20.19904","-10.66217"
"137.47500","20.20262","-10.66098"
"137.50000","20.20623","-10.65946"
"137.52500","20.20993","-10.65658"
"137.55000","20.21366","-10.65555"
"137.57500","20.21738","-10.65370"
"137.60000","20.22104","-10.65226"
"137.62500","20.22465","-10.65063"
"137.65000","20.22829","-10.64892"
"137.67500","20.23197","-10.64654"
"137.70000","20.23573","-10.64577"
"137.72500","20.23944","-10.64453"
"137.75000","20.24303","-10.64287"
"137.77500","20.24662","-10.64076"
"137.80000","20.25035","-10.63954"
"137.82500","20.25409","-10.63744"
"137.85000","20.25777","-10.63677"
"137.87500","20.26141","-10.63458"
"137.90000","20.26501","-10.63369"
"137.92500","20.26869","-10.63142"
"137.95000","20.27237","-10.63017"
"137.97500","20.27611","-10.62849"
"138.00000","20.27983","-10.62720"
"138.02500","20.28346","-10.62610"
"138.05000","20.28708","-10.62413"
"138.07500","20.29078","-10.62216"
"138.10000","20.29449","-10.62059"
"138.12500","20.29820","-10.61871"
"138.15000","20.30187","-10.61664"
"138.17500","20.30551","-10.61617"
"138.20000","20.30915","-10.61398"
"138.22500","20.31280","-10.61172"
"138.25000","20.31655","-10.61112"
"138.27500","20.32030","-10.60884"
"138.30000","20.32396","-10.60814"
"138.32500","20.32762","-10.60686"
"138.35000","20.33146","-10.60474"
"138.37500","20.33567","-10.60329"
"138.40000","20.34092","-10.60219"
"138.42500","20.34477","-10.60066"
"138.45000","20.34787","-10.59777"
"138.47500","20.35096","-10.59690"
"138.50000","20.35415","-10.59594"
"138.52500","20.35756","-10.59425"
"138.55000","20.36102","-10.59300"
"138.57500","20.36446","-10.59111"
"138.60000","20.36796","-10.58964"
"138.62500","20.37162","-10.58771"
"138.65000","20.37527","-10.58623"
"138.67500","20.37894","-10.58507"
"138.70000","20.38259","-10.58316"
"138.72500","20.38622","-10.58212"
"138.75000","20.38986","-10.57971"
"138.77500","20.39351","-10.57944"
"138.80000","20.39722","-10.57828"
"138.82500","20.40093","-10.57621"
"138.85000","20.40458","-10.57539"
"138.87500","20.40820","-10.57397"
"138.90000","20.41193","-10.57249"
"138.92500","20.41563","-10.57038"
"138.95000","20.41932","-10.56914"
"138.97500","20.42305","-10.56819"
"139.00000","20.42667","-10.56572"
"139.02500","20.43029","-10.56462"
"139.05000","20.43397","-10.56277"
"139.07500","20.43771","-10.56153"
"139.10000","20.44148","-10.56048"
"139.12500","20.44511","-10.55845"
"139.15000","20.44873","-10.55801"
"139.17500","20.45237","-10.55711"
"139.20000","20.45608","-10.55512"
"139.22500","20.45984","-10.55282"
"139.25000","20.46354","-10.55149"
"139.27500","20.46716","-10.55006"
"139.30000","20.47074","-10.54803"
"139.32500","20.47444","-10.54779"
"139.35000","20.47821","-10.54642"
"139.37500","20.48192","-10.54463"
"139.40000","20.48554","-10.54392"
"139.42500","20.48916","-10.54149"
"139.45000","20.49286","-10.54095"
"139.47500","20.49653","-10.53995"
"139.50000","20.50027","-10.53906"
"139.52500","20.50400","-10.53693"
"139.55000","20.50762","-10.53590"
"139.57500","20.51123","-10.53486"
"139.60000","20.51492","-10.53259"
"139.62500","20.51863","-10.53271"
"139.65000","20.52233","-10.52994"
"139.67500","20.52601","-10.52914"
"139.70000","20.52966","-10.52840"
"139.72500","20.53334","-10.52663"
"139.75000","20.53701","-10.52564"
"139.77500","20.54075","-10.52322"
"139.80000","20.54449","-10.52288"
"139.82500","20.54821","-10.52070"
"139.85000","20.55182","-10.52054"
"139.87500","20.55550","-10.51863"
"139.90000","20.55923","-10.51707"
"139.92500","20.56293","-10.51608"
"139.95000","20.56652","-10.51544"
"139.97500","20.57010","-10.51348"
"140.00000","20.57377","-10.51215"
"140.02500","20.57743","-10.51088"
"140.05000","20.58115","-10.50977"
"140.07500","20.58484","-10.50808"
"140.10000","20.58846","-10.50710"
"140.12500","20.59209","-10.50555"
"140.15000","20.59578","-10.50354"
"140.17500","20.59949","-10.50372"
"140.20000","20.60319","-10.50100"
"140.22500","20.60686","-10.50063"
"140.25000","20.61048","-10.49920"
"140.27500","20.61411","-10.49721"
"140.30000","20.61777","-10.49684"
"140.32500","20.62147","-10.49544"
"140.35000","20.62521","-10.49529"
"140.37500","20.62884","-10.49259"
"140.40000","20.63244","-10.49297"
"140.42500","20.63612","-10.49086"
"140.45000","20.63983","-10.48858"
"140.47500","20.64355","-10.48819"
"140.50000","20.64717","-10.48611"
"140.52500","20.65080","-10.48568"
"140.55000","20.65446","-10.48479"
"140.57500","20.65816","-10.48285"
"140.60000","20.66192","-10.48132"
"140.62500","20.66564","-10.47994"
"140.65000","20.66923","-10.47931"
"140.67500","20.67285","-10.47711"
"140.70000","20.67658","-10.47638"
"140.72500","20.68029","-10.47578"
"140.75000","20.68398","-10.47332"
"140.77500","20.68766","-10.47314"
"140.80000","20.69128","-10.47111"
"140.82500","20.69495","-10.47089"
"140.85000","20.69867","-10.46955"
"140.87500","20.70243","-10.46837"
"140.90000","20.70616","-10.46651"
"140.92500","20.70975","-10.46561"
"140.95000","20.71337","-10.46547"
"140.97500","20.71709","-10.46283"
"141.00000","20.72077","-10.46297"
"141.02500","20.72451","-10.46154"
"141.05000","20.72882","-10.45919"
"141.07500","20.73254","-10.45860"
"141.10000","20.73581","-10.45688"
"141.12500","20.73922","-10.45592"
"141.15000","20.74283","-10.45429"
"141.17500","20.74642","-10.45391"
"141.20000","20.74996","-10.45246"
"141.22500","20.75354","-10.45095"
"141.25000","20.75724","-10.45029"
"141.27500","20.76094","-10.44841"
"141.30000","20.76465","-10.44754"
"141.32500","20.76838","-10.44668"
"141.35000","20.77201","-10.44598"
"141.37500","20.77564","-10.44466"
"141.40000","20.77934","-10.44381"
"141.42500","20.78312","-10.44225"
"141.45000","20.78681","-10.44100"
"141.47500","20.79046","-10.44039"
"141.50000","20.79410","-10.43904"
"141.52500","20.79781","-10.43781"
"141.55000","20.80151","-10.43719"
"141.57500","20.80525","-10.43531"
"141.60000","20.80893","-10.43461"
"141.62500","20.81255","-10.43428"
"141.65000","20.81618","-10.43222"
"141.67500","20.81989","-10.43143"
"141.70000","20.82363","-10.43056"
"141.72500","20.82735","-10.42981"
"141.75000","20.83101","-10.42825"
"141.77500","20.83462","-10.42742"
"141.80000","20.83831","-10.42649"
"141.82500","20.84200","-10.42423"
"141.85000","20.84575","-10.42370"
"141.87500","20.84946","-10.42212"
"141.90000","20.85308","-10.42159"
"141.92500","20.85671","-10.42000"
"141.95000","20.86039","-10.41869"
"141.97500","20.86414","-10.41869"
"142.00000","20.86784","-10.41754"
"142.02500","20.87152","-10.41657"
"142.05000","20.87512","-10.41448"
"142.07500","20.87878","-10.41405"
"142.10000","20.88247","-10.41366"
"142.12500","20.88621","-10.41129"
"142.15000","20.88992","-10.41083"
"142.17500","20.89351","-10.40931"
"142.20000","20.89714","-10.40861"
"142.22500","20.90087","-10.40740"
"142.25000","20.90460","-10.40659"
"142.27500","20.90833","-10.40538"
"142.30000","20.91194","-10.40359"
"142.32500","20.91552","-10.40339"
"142.35000","20.91915","-10.40175"
"142.37500","20.92282","-10.40049"
"142.40000","20.92657","-10.40033"
"142.42500","20.93024","-10.39850"
"142.45000","20.93386","-10.39751"
"142.47500","20.93748","-10.39674"
"142.50000","20.94118","-10.39552"
"142.52500","20.94493","-10.39360"
"142.55000","20.94861","-10.39353"
"142.57500","20.95226","-10.39257"
"142.60000","20.95589","-10.39119"
"142.62500","20.95957","-10.39028"
"142.65000","20.96321","-10.38937"
"142.67500","20.96694","-10.38853"
"142.70000","20.97068","-10.38783"
"142.72500","20.97434","-10.38655"
"142.75000","20.97793","-10.38552"
"142.77500","20.98161","-10.38476"
"142.80000","20.98534","-10.38384"
"142.82500","20.98906","-10.38193"
"142.85000","20.99273","-10.38161"
"142.87500","20.99636","-10.38082"
"142.90000","21.00002","-10.37830"
"142.92500","21.00368","-10.37881"
"142.95000","21.00743","-10.37797"
"142.97500","21.01116","-10.37539"
"143.00000","21.01477","-10.37486"
"143.02500","21.01836","-10.37350"
"143.05000","21.02208","-10.37258"
"143.07500","21.02581","-10.37178"
"143.10000","21.02951","-10.37124"
"143.12500","21.03316","-10.36980"
"143.15000","21.03677","-10.36914"
"143.17500","21.04043","-10.36804"
"143.20000","21.04411","-10.36714"
"143.22500","21.04785","-10.36642"
"143.25000","21.05154","-10.36517"
"143.27500","21.05516","-10.36414"
"143.30000","21.05880","-10.36340"
"143.32500","21.06250","-10.36155"
"143.35000","21.06623","-10.36177"
"143.37500","21.06993","-10.36044"
"143.40000","21.07362","-10.35914"
"143.42500","21.07727","-10.35802"
"143.45000","21.08098","-10.35685"
"143.47500","21.08471","-10.35665"
"143.50000","21.08846","-10.35449"
"143.52500","21.09213","-10.35405"
"143.55000","21.09570","-10.35298"
"143.57500","21.09930","-10.35249"
"143.60000","21.10302","-10.35108"
"143.62500","21.10670","-10.35010"
"143.65000","21.11044","-10.34936"
"143.67500","21.11424","-10.34775"
"143.70000","21.11798","-10.34712"
"143.72500","21.12156","-10.34701"
"143.75000","21.12515","-10.34531"
"143.77500","21.12886","-10.34488"
"143.80000","21.13254","-10.34313"
"143.82500","21.13615","-10.34234"
"143.85000","21.13976","-10.34179"
"143.87500","21.14345","-10.34085"
"143.90000","21.14720","-10.33964"
"143.92500","21.15096","-10.33836"
"143.95000","21.15464","-10.33866"
"143.97500","21.15820","-10.33654"
"144.00000","21.16173","-10.33626"
"144.02500","21.16540","-10.33586"
"144.05000","21.16915","-10.33465"
"144.07500","21.17288","-10.33341"
"144.10000","21.17653","-10.33213"
"144.12500","21.18014","-10.33162"
"144.15000","21.18380","-10.33094"
"144.17500","21.18747","-10.32972"
"144.20000","21.19120","-10.32839"
"144.22500","21.19489","-10.32735"
"144.25000","21.19850","-10.32780"
"144.27500","21.20213","-10.32572"
"144.30000","21.20582","-10.32539"
"144.32500","21.20955","-10.32504"
"144.35000","21.21323","-10.32323"
"144.37500","21.21688","-10.32266"
"144.40000","21.22052","-10.32139"
"144.42500","21.22419","-10.32100"
"144.45000","21.22788","-10.31929"
"144.47500","21.23159","-10.31903"
"144.50000","21.23530","-10.31811"
"144.52500","21.23891","-10.31665"
"144.55000","21.24253","-10.31664"
"144.57500","21.24623","-10.31430"
"144.60000","21.24996","-10.31363"
"144.62500","21.25364","-10.31374"
"144.65000","21.25732","-10.31172"
"144.67500","21.26094","-10.31205"
"144.70000","21.26461","-10.31014"
"144.72500","21.26829","-10.30978"
"144.75000","21.27201","-10.30832"
"144.77500","21.27573","-10.30757"
"144.80000","21.27937","-10.30693"
"144.82500","21.28297","-10.30535"
"144.85000","21.28662","-10.30545"
"144.87500","21.29032","-10.30409"
"144.90000","21.29403","-10.30320"
"144.92500","21.29770","-10.30343"
"144.95000","21.30129","-10.30212"
"144.97500","21.30493","-10.30138"
"145.00000","21.30859","-10.30109"
"145.02500","21.31234","-10.29969"
"145.05000","21.31608","-10.29886"
"145.07500","21.31970","-10.29746"
"145.10000","21.32334","-10.29714"
"145.12500","21.32709","-10.29518"
"145.15000","21.33082","-10.29476"
"145.17500","21.33455","-10.29409"
"145.20000","21.33820","-10.29268"
"145.22500","21.34183","-10.29293"
"145.25000","21.34546","-10.29088"
"145.27500","21.34915","-10.29048"
"145.30000","21.35290","-10.28929"
"145.32500","21.35660","-10.28954"
"145.35000","21.36024","-10.28735"
"145.37500","21.36385","-10.28682"
"145.40000","21.36757","-10.28650"
"145.42500","21.37126","-10.28502"
"145.45000","21.37494","-10.28457"
"145.47500","21.37860","-10.28397"
"145.50000","21.38222","-10.28288"
"145.52500","21.38587","-10.28166"
"145.55000","21.38958","-10.28088"
"145.57500","21.39332","-10.28023"
"145.60000","21.39703","-10.27937"
"145.62500","21.40065","-10.27879"
"145.65000","21.40429","-10.27762"
"145.67500","21.40804","-10.27633"
"145.70000","21.41169","-10.27672"
"145.72500","21.41539","-10.27491"
"145.75000","21.41906","-10.27414"
"145.77500","21.42270","-10.27353"
"145.80000","21.42632","-10.27316"
"145.82500","21.42999","-10.27182"
"145.85000","21.43372","-10.27129"
"145.87500","21.43745","-10.27051"
"145.90000","21.44110","-10.26967"
"145.92500","21.44471","-10.26894"
"145.95000","21.44841","-10.26774"
"145.97500","21.45207","-10.26714"
"146.00000","21.45578","-10.26599"
"146.02500","21.45948","-10.26540"
"146.05000","21.46312","-10.26433"
"146.07500","21.46671","-10.26363"
"146.10000","21.47040","-10.26268"
"146.12500","21.47418","-10.26135"
"146.15000","21.47794","-10.26126"
"146.17500","21.48155","-10.26044"
"146.20000","21.48512","-10.25985"
"146.22500","21.48879","-10.25895"
"146.25000","21.49253","-10.25782"
"146.27500","21.49630","-10.25642"
"146.30000","21.49999","-10.25694"
"146.32500","21.50363","-10.25579"
"146.35000","21.50730","-10.25448"
"146.37500","21.51143","-10.25434"
"146.40000","21.51670","-10.25324"
"146.42500","21.52055","-10.25250"
"146.45000","21.52339","-10.25108"
"146.47500","21.52638","-10.25133"
"146.50000","21.52978","-10.24943"
"146.52500","21.53327","-10.24900"
"146.55000","21.53684","-10.24855"
"146.57500","21.54046","-10.24732"
"146.60000","21.54402","-10.24609"
"146.62500","21.54762","-10.24613"
"146.65000","21.55127","-10.24523"
