Maximum CNC 25 LB,"-0.09207",N
Time at Maximum CNC 25 LB,"0.00000",s
Extension at Maximum CNC 25 LB,"-0.00254",mm
Rate 1,"0.14700",mm/s
Start date,"9/14/2021"
Specimen label,""

Time,Extension,CNC 25 LB
(s),(mm),(N)
"61.70000","9.06372","-49.18432"
"61.72500","9.06735","-49.19350"
"61.75000","9.07102","-49.20424"
"61.77500","9.07467","-49.21571"
"61.80000","9.07835","-49.22683"
"61.82500","9.08204","-49.23711"
"61.85000","9.08572","-49.24705"
"61.87500","9.08937","-49.25815"
"61.90000","9.09302","-49.26861"
"61.92500","9.09668","-49.27925"
"61.95000","9.10043","-49.29010"
"61.97500","9.10418","-49.29863"
"62.00000","9.10777","-49.31026"
"62.02500","9.11133","-49.32152"
"62.05000","9.11504","-49.33115"
"62.07500","9.11880","-49.34084"
"62.10000","9.12250","-49.35150"
"62.12500","9.12616","-49.36120"
"62.15000","9.12977","-49.37165"
"62.17500","9.13344","-49.38228"
"62.20000","9.13711","-49.39260"
"62.22500","9.14083","-49.40336"
"62.25000","9.14451","-49.41371"
"62.27500","9.14810","-49.42299"
"62.30000","9.15173","-49.43364"
"62.32500","9.15542","-49.44491"
"62.35000","9.15912","-49.45547"
"62.37500","9.16282","-49.46599"
"62.40000","9.16649","-49.47597"
"62.42500","9.17014","-49.48439"
"62.45000","9.17376","-49.49506"
"62.47500","9.17743","-49.50538"
"62.50000","9.18117","-49.51561"
"62.52500","9.18489","-49.52498"
"62.55000","9.18851","-49.53513"
"62.57500","9.19211","-49.54479"
"62.60000","9.19582","-49.55462"
"62.62500","9.19954","-49.56530"
"62.65000","9.20329","-49.57541"
"62.67500","9.20697","-49.58395"
"62.70000","9.21061","-49.59496"
"62.72500","9.21428","-49.60484"
"62.75000","9.21798","-49.61381"
"62.77500","9.22172","-49.62401"
"62.80000","9.22540","-49.63400"
"62.82500","9.22904","-49.64339"
"62.85000","9.23267","-49.65273"
"62.87500","9.23639","-49.65835"
"62.90000","9.24038","-49.66608"
"62.92500","9.24545","-49.67421"
"62.95000","9.24919","-49.68171"
"62.97500","9.25223","-49.68864"
"63.00000","9.25537","-49.69765"
"63.02500","9.25878","-49.70659"
"63.05000","9.26236","-49.71491"
"63.07500","9.26595","-49.72592"
"63.10000","9.26951","-49.73482"
"63.12500","9.27306","-49.74453"
"63.15000","9.27674","-49.75468"
"63.17500","9.28039","-49.76439"
"63.20000","9.28410","-49.77358"
"63.22500","9.28773","-49.78389"
"63.25000","9.29134","-49.79389"
"63.27500","9.29498","-49.80249"
"63.30000","9.29868","-49.81316"
"63.32500","9.30242","-49.82373"
"63.35000","9.30612","-49.83250"
"63.37500","9.30977","-49.84288"
"63.40000","9.31338","-49.85229"
"63.42500","9.31706","-49.86238"
"63.45000","9.32075","-49.87304"
"63.47500","9.32446","-49.88403"
"63.50000","9.32820","-49.89339"
"63.52500","9.33185","-49.90146"
"63.55000","9.33549","-49.91298"
"63.57500","9.33916","-49.92299"
"63.60000","9.34292","-49.93277"
"63.62500","9.34667","-49.94251"
"63.65000","9.35029","-49.95238"
"63.67500","9.35388","-49.96229"
"63.70000","9.35754","-49.97217"
"63.72500","9.36123","-49.98177"
"63.75000","9.36497","-49.99065"
"63.77500","9.36868","-50.00132"
"63.80000","9.37231","-50.01089"
"63.82500","9.37594","-50.02038"
"63.85000","9.37962","-50.03083"
"63.87500","9.38336","-50.04089"
"63.90000","9.38706","-50.04966"
"63.92500","9.39068","-50.06043"
"63.95000","9.39431","-50.06899"
"63.97500","9.39802","-50.07918"
"64.00000","9.40173","-50.09034"
"64.02500","9.40543","-50.10001"
"64.05000","9.40914","-50.10812"
"64.07500","9.41277","-50.11693"
"64.10000","9.41639","-50.12855"
"64.12500","9.42009","-50.13631"
"64.15000","9.42380","-50.14634"
"64.17500","9.42752","-50.15588"
"64.20000","9.43114","-50.16568"
"64.22500","9.43477","-50.17552"
"64.25000","9.43843","-50.18436"
"64.27500","9.44212","-50.19533"
"64.30000","9.44587","-50.20524"
"64.32500","9.44959","-50.21456"
"64.35000","9.45323","-50.22292"
"64.37500","9.45684","-50.23308"
"64.40000","9.46054","-50.24293"
"64.42500","9.46424","-50.25127"
"64.45000","9.46794","-50.26037"
"64.47500","9.47161","-50.27038"
"64.50000","9.47527","-50.27880"
"64.52500","9.47895","-50.28837"
"64.55000","9.48261","-50.29805"
"64.57500","9.48634","-50.30676"
"64.60000","9.49006","-50.31534"
"64.62500","9.49366","-50.32500"
"64.65000","9.49727","-50.33166"
"64.67500","9.50095","-50.33894"
"64.70000","9.50464","-50.34954"
"64.72500","9.50836","-50.35759"
"64.75000","9.51205","-50.36589"
"64.77500","9.51569","-50.37546"
"64.80000","9.51930","-50.38470"
"64.82500","9.52293","-50.39288"
"64.85000","9.52666","-50.40213"
"64.87500","9.53040","-50.41044"
"64.90000","9.53404","-50.41891"
"64.92500","9.53763","-50.42731"
"64.95000","9.54134","-50.43656"
"64.97500","9.54507","-50.44488"
"65.00000","9.54880","-50.45434"
"65.02500","9.55247","-50.46232"
"65.05000","9.55608","-50.47147"
"65.07500","9.55974","-50.48052"
"65.10000","9.56342","-50.48870"
"65.12500","9.56719","-50.49705"
"65.15000","9.57087","-50.50649"
"65.17500","9.57448","-50.51526"
"65.20000","9.57809","-50.52317"
"65.22500","9.58181","-50.53181"
"65.25000","9.58556","-50.54102"
"65.27500","9.58924","-50.54823"
"65.30000","9.59289","-50.55812"
"65.32500","9.59651","-50.56726"
"65.35000","9.60018","-50.57503"
"65.37500","9.60386","-50.58374"
"65.40000","9.60761","-50.59212"
"65.42500","9.61135","-50.60059"
"65.45000","9.61498","-50.60894"
"65.47500","9.61859","-50.61797"
"65.50000","9.62231","-50.62544"
"65.52500","9.62602","-50.63330"
"65.55000","9.63028","-50.64263"
"65.57500","9.63487","-50.64826"
"65.60000","9.63831","-50.65548"
"65.62500","9.64141","-50.66275"
"65.65000","9.64468","-50.67063"
"65.67500","9.64826","-50.67914"
"65.70000","9.65182","-50.68765"
"65.72500","9.65539","-50.69605"
"65.75000","9.65896","-50.70464"
"65.77500","9.66265","-50.71371"
"65.80000","9.66635","-50.72149"
"65.82500","9.67004","-50.72963"
"65.85000","9.67370","-50.73926"
"65.87500","9.67728","-50.74603"
"65.90000","9.68092","-50.75494"
"65.92500","9.68465","-50.76295"
"65.95000","9.68843","-50.77061"
"65.97500","9.69211","-50.77930"
"66.00000","9.69573","-50.78824"
"66.02500","9.69937","-50.79742"
"66.05000","9.70310","-50.80398"
"66.07500","9.70678","-50.81404"
"66.10000","9.71049","-50.82195"
"66.12500","9.71417","-50.82890"
"66.15000","9.71781","-50.83780"
"66.17500","9.72143","-50.84589"
"66.20000","9.72513","-50.85362"
"66.22500","9.72885","-50.86252"
"66.25000","9.73253","-50.87174"
"66.27500","9.73618","-50.87960"
"66.30000","9.73978","-50.88667"
"66.32500","9.74347","-50.89579"
"66.35000","9.74715","-50.90398"
"66.37500","9.75091","-50.91189"
"66.40000","9.75463","-50.91956"
"66.42500","9.75822","-50.92790"
"66.45000","9.76181","-50.93598"
"66.47500","9.76549","-50.94403"
"66.50000","9.76925","-50.95158"
"66.52500","9.77295","-50.96013"
"66.55000","9.77662","-50.96809"
"66.57500","9.78024","-50.97508"
"66.60000","9.78397","-50.98331"
"66.62500","9.78763","-50.99160"
"66.65000","9.79134","-50.99871"
"66.67500","9.79502","-51.00690"
"66.70000","9.79862","-51.01573"
"66.72500","9.80221","-51.02262"
"66.75000","9.80588","-51.03137"
"66.77500","9.80960","-51.04029"
"66.80000","9.81331","-51.04766"
"66.82500","9.81697","-51.05539"
"66.85000","9.82059","-51.06388"
"66.87500","9.82424","-51.07170"
"66.90000","9.82794","-51.07921"
"66.92500","9.83168","-51.08754"
"66.95000","9.83537","-51.09525"
"66.97500","9.83896","-51.10342"
"67.00000","9.84257","-51.11131"
"67.02500","9.84630","-51.11910"
"67.05000","9.85004","-51.12664"
"67.07500","9.85373","-51.13478"
"67.10000","9.85737","-51.14264"
"67.12500","9.86099","-51.15017"
"67.15000","9.86466","-51.15824"
"67.17500","9.86836","-51.16607"
"67.20000","9.87210","-51.17311"
"67.22500","9.87577","-51.18106"
"67.25000","9.87935","-51.18901"
"67.27500","9.88297","-51.19604"
"67.30000","9.88669","-51.20416"
"67.32500","9.89040","-51.21184"
"67.35000","9.89409","-51.21896"
"67.37500","9.89777","-51.22678"
"67.40000","9.90142","-51.23445"
"67.42500","9.90505","-51.24135"
"67.45000","9.90869","-51.25040"
"67.47500","9.91241","-51.25752"
"67.50000","9.91616","-51.26433"
"67.52500","9.91984","-51.27237"
"67.55000","9.92345","-51.28063"
"67.57500","9.92715","-51.28799"
"67.60000","9.93086","-51.29636"
"67.62500","9.93459","-51.30361"
"67.65000","9.93827","-51.31065"
"67.67500","9.94191","-51.31813"
"67.70000","9.94554","-51.32523"
"67.72500","9.94922","-51.33300"
"67.75000","9.95297","-51.34056"
"67.77500","9.95671","-51.34838"
"67.80000","9.96030","-51.35655"
"67.82500","9.96393","-51.36360"
"67.85000","9.96765","-51.37160"
"67.87500","9.97137","-51.37857"
"67.90000","9.97509","-51.38464"
"67.92500","9.97875","-51.39295"
"67.95000","9.98238","-51.39973"
"67.97500","9.98598","-51.40688"
"68.00000","9.98970","-51.41410"
"68.02500","9.99344","-51.42163"
"68.05000","9.99718","-51.42821"
"68.07500","10.00079","-51.43594"
"68.10000","10.00445","-51.44335"
"68.12500","10.00817","-51.44985"
"68.15000","10.01186","-51.45718"
"68.17500","10.01557","-51.46390"
"68.20000","10.01925","-51.47146"
"68.22500","10.02288","-51.47829"
"68.25000","10.02647","-51.48478"
"68.27500","10.03017","-51.49240"
"68.30000","10.03393","-51.49955"
"68.32500","10.03766","-51.50652"
"68.35000","10.04132","-51.51249"
"68.37500","10.04492","-51.51995"
"68.40000","10.04859","-51.52705"
"68.42500","10.05227","-51.53348"
"68.45000","10.05603","-51.54044"
"68.47500","10.05974","-51.54859"
"68.50000","10.06334","-51.55466"
"68.52500","10.06690","-51.56165"
"68.55000","10.07060","-51.56770"
"68.57500","10.07436","-51.57467"
"68.60000","10.07810","-51.58138"
"68.62500","10.08171","-51.58785"
"68.65000","10.08529","-51.59436"
"68.67500","10.08896","-51.60201"
"68.70000","10.09267","-51.60842"
"68.72500","10.09642","-51.61430"
"68.75000","10.10012","-51.62230"
"68.77500","10.10376","-51.62858"
"68.80000","10.10740","-51.63524"
"68.82500","10.11116","-51.64142"
"68.85000","10.11496","-51.64886"
"68.87500","10.11902","-51.65425"
"68.90000","10.12354","-51.65929"
"68.92500","10.12700","-51.66450"
"68.95000","10.13017","-51.66967"
"68.97500","10.13346","-51.67618"
"69.00000","10.13699","-51.68336"
"69.02500","10.14058","-51.68948"
"69.05000","10.14416","-51.69543"
"69.07500","10.14773","-51.70201"
"69.10000","10.15138","-51.70922"
"69.12500","10.15507","-51.71566"
"69.15000","10.15877","-51.72247"
"69.17500","10.16243","-51.72910"
"69.20000","10.16604","-51.73543"
"69.22500","10.16970","-51.74226"
"69.25000","10.17337","-51.74905"
"69.27500","10.17712","-51.75566"
"69.30000","10.18085","-51.76234"
"69.32500","10.18447","-51.76748"
"69.35000","10.18808","-51.77499"
"69.37500","10.19176","-51.78095"
"69.40000","10.19548","-51.78880"
"69.42500","10.19923","-51.79442"
"69.45000","10.20291","-51.80211"
"69.47500","10.20656","-51.80847"
"69.50000","10.21018","-51.81337"
"69.52500","10.21384","-51.82219"
"69.55000","10.21761","-51.82804"
"69.57500","10.22135","-51.83440"
"69.60000","10.22496","-51.84072"
"69.62500","10.22853","-51.84873"
"69.65000","10.23226","-51.85472"
"69.67500","10.23598","-51.86062"
"69.70000","10.23969","-51.86807"
"69.72500","10.24335","-51.87465"
"69.75000","10.24696","-51.88139"
"69.77500","10.25061","-51.88869"
"69.80000","10.25429","-51.89444"
"69.82500","10.25804","-51.90147"
"69.85000","10.26175","-51.90847"
"69.87500","10.26536","-51.91444"
"69.90000","10.26896","-51.92082"
"69.92500","10.27269","-51.92784"
"69.95000","10.27641","-51.93430"
"69.97500","10.28011","-51.93987"
"70.00000","10.28376","-51.94757"
"70.02500","10.28741","-51.95329"
"70.05000","10.29106","-51.96030"
"70.07500","10.29475","-51.96790"
"70.10000","10.29845","-51.97366"
"70.12500","10.30215","-51.98092"
"70.15000","10.30580","-51.98762"
"70.17500","10.30943","-51.99406"
"70.20000","10.31315","-51.99963"
"70.22500","10.31682","-52.00746"
"70.25000","10.32052","-52.01398"
"70.27500","10.32421","-52.01942"
"70.30000","10.32785","-52.02639"
"70.32500","10.33148","-52.03359"
"70.35000","10.33515","-52.03949"
"70.37500","10.33891","-52.04668"
"70.40000","10.34260","-52.05158"
"70.42500","10.34625","-52.05964"
"70.45000","10.34986","-52.06540"
"70.47500","10.35354","-52.07227"
"70.50000","10.35722","-52.07840"
"70.52500","10.36091","-52.08560"
"70.55000","10.36462","-52.09217"
"70.57500","10.36823","-52.09676"
"70.60000","10.37186","-52.10484"
"70.62500","10.37552","-52.11188"
"70.65000","10.37929","-52.11737"
"70.67500","10.38299","-52.12400"
"70.70000","10.38662","-52.13033"
"70.72500","10.39025","-52.13669"
"70.75000","10.39392","-52.14244"
"70.77500","10.39761","-52.14954"
"70.80000","10.40133","-52.15567"
"70.82500","10.40504","-52.16124"
"70.85000","10.40863","-52.16877"
"70.87500","10.41226","-52.17489"
"70.90000","10.41594","-52.18126"
"70.92500","10.41969","-52.18822"
"70.95000","10.42338","-52.19367"
"70.97500","10.42700","-52.20030"
"71.00000","10.43059","-52.20699"
"71.02500","10.43429","-52.21296"
"71.05000","10.43801","-52.21886"
"71.07500","10.44176","-52.22507"
"71.10000","10.44546","-52.23153"
"71.12500","10.44909","-52.23693"
"71.15000","10.45271","-52.24474"
"71.17500","10.45640","-52.25010"
"71.20000","10.46015","-52.25614"
"71.22500","10.46383","-52.26283"
"71.25000","10.46743","-52.26918"
"71.27500","10.47107","-52.27410"
"71.30000","10.47472","-52.28124"
"71.32500","10.47839","-52.28775"
"71.35000","10.48210","-52.29394"
"71.37500","10.48582","-52.29956"
"71.40000","10.48948","-52.30555"
"71.42500","10.49306","-52.31120"
"71.45000","10.49675","-52.31759"
"71.47500","10.50040","-52.32319"
"71.50000","10.50416","-52.33019"
"71.52500","10.50784","-52.33667"
"71.55000","10.51148","-52.34299"
"71.57500","10.51512","-52.34940"
"71.60000","10.51877","-52.35583"
"71.62500","10.52255","-52.36211"
"71.65000","10.52626","-52.36733"
"71.67500","10.52991","-52.37455"
"71.70000","10.53348","-52.38059"
"71.72500","10.53718","-52.38559"
"71.75000","10.54089","-52.39160"
"71.77500","10.54463","-52.39812"
"71.80000","10.54831","-52.40314"
"71.82500","10.55192","-52.40979"
"71.85000","10.55559","-52.41568"
"71.87500","10.55928","-52.42133"
"71.90000","10.56303","-52.42682"
"71.92500","10.56689","-52.43206"
"71.95000","10.57128","-52.43745"
"71.97500","10.57537","-52.44217"
"72.00000","10.57870","-52.44677"
"72.02500","10.58199","-52.45140"
"72.05000","10.58539","-52.45705"
"72.07500","10.58890","-52.46295"
"72.10000","10.59246","-52.46801"
"72.12500","10.59605","-52.47394"
"72.15000","10.59966","-52.47993"
"72.17500","10.60337","-52.48574"
"72.20000","10.60709","-52.49099"
"72.22500","10.61072","-52.49674"
"72.25000","10.61432","-52.50270"
"72.27500","10.61802","-52.50845"
"72.30000","10.62174","-52.51419"
"72.32500","10.62546","-52.51947"
"72.35000","10.62914","-52.52470"
"72.37500","10.63276","-52.53136"
"72.40000","10.63637","-52.53677"
"72.42500","10.64003","-52.54262"
"72.45000","10.64378","-52.54803"
"72.47500","10.64751","-52.55462"
"72.50000","10.65113","-52.55916"
"72.52500","10.65477","-52.56555"
"72.55000","10.65849","-52.57233"
"72.57500","10.66219","-52.57729"
"72.60000","10.66590","-52.58334"
"72.62500","10.66957","-52.58836"
"72.65000","10.67323","-52.59350"
"72.67500","10.67686","-52.59900"
"72.70000","10.68055","-52.60459"
"72.72500","10.68431","-52.60940"
"72.75000","10.68804","-52.61527"
"72.77500","10.69168","-52.62109"
"72.80000","10.69531","-52.62515"
"72.82500","10.69902","-52.63148"
"72.85000","10.70272","-52.63672"
"72.87500","10.70643","-52.64220"
"72.90000","10.71012","-52.64703"
"72.92500","10.71374","-52.65311"
"72.95000","10.71735","-52.65829"
"72.97500","10.72104","-52.66293"
"73.00000","10.72477","-52.66867"
"73.02500","10.72851","-52.67314"
"73.05000","10.73213","-52.67971"
"73.07500","10.73574","-52.68534"
"73.10000","10.73941","-52.69035"
"73.12500","10.74309","-52.69559"
"73.15000","10.74683","-52.70086"
"73.17500","10.75052","-52.70565"
"73.20000","10.75414","-52.71078"
"73.22500","10.75775","-52.71701"
"73.25000","10.76146","-52.72239"
"73.27500","10.76521","-52.72742"
"73.30000","10.76892","-52.73250"
"73.32500","10.77258","-52.73740"
"73.35000","10.77620","-52.74187"
"73.37500","10.77987","-52.74744"
"73.40000","10.78354","-52.75088"
"73.42500","10.78725","-52.75504"
"73.45000","10.79095","-52.76017"
"73.47500","10.79457","-52.76399"
"73.50000","10.79821","-52.76774"
"73.52500","10.80191","-52.77195"
"73.55000","10.80562","-52.77637"
"73.57500","10.80934","-52.77939"
"73.60000","10.81297","-52.78315"
"73.62500","10.81659","-52.78787"
"73.65000","10.82028","-52.79079"
"73.67500","10.82400","-52.79398"
"73.70000","10.82773","-52.79457"
"73.72500","10.83142","-52.79156"
"73.75000","10.83506","-52.79321"
"73.77500","10.83870","-52.79563"
"73.80000","10.84237","-52.79971"
"73.82500","10.84608","-52.80275"
"73.85000","10.84975","-52.80679"
"73.87500","10.85342","-52.80879"
"73.90000","10.85706","-52.81219"
"73.92500","10.86072","-52.81663"
"73.95000","10.86440","-52.81871"
"73.97500","10.86815","-52.82307"
"74.00000","10.87187","-52.82616"
"74.02500","10.87548","-52.82935"
"74.05000","10.87911","-52.83243"
"74.07500","10.88279","-52.83630"
"74.10000","10.88653","-52.83925"
"74.12500","10.89024","-52.84207"
"74.15000","10.89393","-52.84520"
"74.17500","10.89755","-52.84829"
"74.20000","10.90120","-52.85099"
"74.22500","10.90496","-52.85502"
"74.25000","10.90876","-52.85826"
"74.27500","10.91241","-52.86024"
"74.30000","10.91592","-52.86434"
"74.32500","10.91950","-52.86748"
"74.35000","10.92318","-52.87057"
"74.37500","10.92691","-52.87405"
"74.40000","10.93058","-52.87763"
"74.42500","10.93485","-52.88075"
"74.45000","10.93902","-52.88278"
"74.47500","10.94246","-52.88436"
"74.50000","10.94574","-52.88688"
"74.52500","10.94923","-52.89125"
"74.55000","10.95285","-52.89373"
"74.57500","10.95636","-52.89666"
"74.60000","10.95992","-52.90113"
"74.62500","10.96358","-52.90448"
"74.65000","10.96726","-52.90794"
"74.67500","10.97094","-52.91122"
"74.70000","10.97460","-52.91621"
"74.72500","10.97826","-52.91879"
"74.75000","10.98189","-52.92257"
"74.77500","10.98559","-52.92675"
"74.80000","10.98932","-52.93052"
"74.82500","10.99304","-52.93519"
"74.85000","10.99670","-52.93903"
"74.87500","11.00031","-52.94261"
"74.90000","11.00404","-52.94666"
"74.92500","11.00772","-52.95078"
"74.95000","11.01146","-52.95443"
"74.97500","11.01514","-52.95823"
"75.00000","11.01880","-52.96227"
"75.02500","11.02240","-52.96582"
"75.05000","11.02605","-52.97038"
"75.07500","11.02982","-52.97357"
"75.10000","11.03355","-52.97678"
"75.12500","11.03718","-52.98172"
"75.15000","11.04076","-52.98581"
"75.17500","11.04449","-52.98944"
"75.20000","11.04820","-52.99277"
"75.22500","11.05194","-52.99729"
"75.25000","11.05559","-53.00054"
"75.27500","11.05920","-53.00393"
"75.30000","11.06280","-53.00920"
"75.32500","11.06651","-53.01220"
"75.35000","11.07025","-53.01520"
"75.37500","11.07390","-53.02042"
"75.40000","11.07752","-53.02429"
"75.42500","11.08116","-53.02746"
"75.45000","11.08488","-53.03197"
"75.47500","11.08855","-53.03586"
"75.50000","11.09227","-53.03954"
"75.52500","11.09595","-53.04370"
"75.55000","11.09957","-53.04745"
"75.57500","11.10317","-53.05112"
"75.60000","11.10687","-53.05459"
"75.62500","11.11062","-53.05864"
"75.65000","11.11432","-53.06226"
"75.67500","11.11796","-53.06668"
"75.70000","11.12160","-53.07022"
"75.72500","11.12530","-53.07433"
"75.75000","11.12894","-53.07854"
"75.77500","11.13268","-53.08208"
"75.80000","11.13638","-53.08558"
"75.82500","11.14000","-53.08993"
"75.85000","11.14362","-53.09325"
"75.87500","11.14729","-53.09724"
"75.90000","11.15104","-53.10239"
"75.92500","11.15474","-53.10460"
"75.95000","11.15841","-53.10876"
"75.97500","11.16202","-53.11278"
"76.00000","11.16568","-53.11678"
"76.02500","11.16938","-53.11998"
"76.05000","11.17312","-53.12337"
"76.07500","11.17684","-53.12750"
"76.10000","11.18046","-53.13069"
"76.12500","11.18408","-53.13382"
"76.15000","11.18776","-53.13770"
"76.17500","11.19149","-53.14079"
"76.20000","11.19518","-53.14373"
"76.22500","11.19884","-53.14759"
"76.25000","11.20245","-53.15029"
"76.27500","11.20613","-53.15242"
"76.30000","11.20979","-53.15534"
"76.32500","11.21352","-53.15682"
"76.35000","11.21727","-53.15875"
"76.37500","11.22093","-53.16055"
"76.40000","11.22452","-53.15821"
"76.42500","11.22818","-53.15796"
"76.45000","11.23184","-53.16021"
"76.47500","11.23558","-53.16083"
"76.50000","11.23929","-53.16140"
"76.52500","11.24293","-53.16430"
"76.55000","11.24659","-53.16523"
"76.57500","11.25027","-53.16717"
"76.60000","11.25399","-53.16950"
"76.62500","11.25768","-53.17053"
"76.65000","11.26129","-53.17198"
"76.67500","11.26491","-53.17436"
"76.70000","11.26866","-53.17532"
"76.72500","11.27241","-53.17634"
"76.75000","11.27613","-53.17827"
"76.77500","11.27979","-53.17995"
"76.80000","11.28343","-53.18259"
"76.82500","11.28709","-53.18324"
"76.85000","11.29084","-53.18492"
"76.87500","11.29507","-53.18542"
"76.90000","11.29914","-53.18633"
"76.92500","11.30247","-53.18713"
"76.95000","11.30573","-53.18803"
"76.97500","11.30926","-53.19008"
"77.00000","11.31282","-53.19108"
"77.02500","11.31645","-53.19379"
"77.05000","11.32010","-53.19502"
"77.07500","11.32375","-53.19641"
"77.10000","11.32743","-53.19699"
"77.12500","11.33108","-53.19907"
"77.15000","11.33480","-53.20214"
"77.17500","11.33848","-53.20294"
"77.20000","11.34211","-53.20438"
"77.22500","11.34575","-53.20654"
"77.25000","11.34947","-53.20753"
"77.27500","11.35318","-53.20893"
"77.30000","11.35691","-53.21074"
"77.32500","11.36057","-53.21200"
"77.35000","11.36416","-53.21452"
"77.37500","11.36776","-53.21549"
"77.40000","11.37143","-53.21706"
"77.42500","11.37522","-53.21857"
"77.45000","11.37895","-53.22049"
"77.47500","11.38260","-53.22130"
"77.50000","11.38620","-53.22264"
"77.52500","11.38990","-53.22458"
"77.55000","11.39359","-53.22553"
"77.57500","11.39730","-53.22733"
"77.60000","11.40098","-53.22861"
"77.62500","11.40458","-53.23041"
"77.65000","11.40821","-53.23071"
"77.67500","11.41190","-53.23304"
"77.70000","11.41569","-53.23448"
"77.72500","11.41939","-53.23566"
"77.75000","11.42300","-53.23822"
"77.77500","11.42661","-53.23951"
"77.80000","11.43034","-53.24017"
"77.82500","11.43405","-53.24105"
"77.85000","11.43774","-53.24304"
"77.87500","11.44142","-53.24345"
"77.90000","11.44501","-53.24510"
"77.92500","11.44865","-53.24675"
"77.95000","11.45236","-53.24746"
"77.97500","11.45609","-53.24905"
"78.00000","11.45980","-53.25117"
"78.02500","11.46346","-53.25145"
"78.05000","11.46710","-53.25281"
"78.07500","11.47077","-53.25390"
"78.10000","11.47441","-53.25538"
"78.12500","11.47813","-53.25681"
"78.15000","11.48187","-53.25818"
"78.17500","11.48553","-53.25829"
"78.20000","11.48912","-53.26046"
"78.22500","11.49279","-53.26146"
"78.25000","11.49652","-53.26178"
"78.27500","11.50026","-53.26250"
"78.30000","11.50390","-53.26385"
"78.32500","11.50749","-53.26495"
"78.35000","11.51113","-53.26616"
"78.37500","11.51481","-53.26755"
"78.40000","11.51857","-53.26787"
"78.42500","11.52232","-53.26845"
"78.45000","11.52591","-53.27015"
"78.47500","11.52953","-53.27091"
"78.50000","11.53323","-53.27191"
"78.52500","11.53694","-53.27347"
"78.55000","11.54063","-53.27401"
"78.57500","11.54428","-53.27435"
"78.60000","11.54794","-53.27568"
"78.62500","11.55159","-53.27682"
"78.65000","11.55529","-53.27718"
"78.67500","11.55902","-53.27851"
"78.70000","11.56274","-53.27941"
"78.72500","11.56645","-53.28067"
"78.75000","11.57020","-53.28055"
"78.77500","11.57397","-53.28107"
"78.80000","11.57767","-53.28171"
"78.82500","11.58132","-53.28250"
"78.85000","11.58490","-53.28292"
"78.87500","11.58846","-53.28357"
"78.90000","11.59206","-53.28492"
"78.92500","11.59572","-53.28452"
"78.95000","11.59945","-53.28570"
"78.97500","11.60313","-53.28675"
"79.00000","11.60675","-53.28711"
"79.02500","11.61038","-53.28760"
"79.05000","11.61413","-53.28896"
"79.07500","11.61782","-53.28941"
"79.10000","11.62151","-53.29029"
"79.12500","11.62517","-53.29036"
"79.15000","11.62882","-53.29181"
"79.17500","11.63249","-53.29110"
"79.20000","11.63616","-53.29326"
"79.22500","11.63992","-53.29358"
"79.25000","11.64362","-53.29338"
"79.27500","11.64725","-53.29461"
"79.30000","11.65108","-53.29438"
"79.32500","11.65517","-53.29440"
"79.35000","11.65891","-53.29408"
"79.37500","11.66238","-53.29475"
"79.40000","11.66584","-53.29401"
"79.42500","11.66933","-53.29518"
"79.45000","11.67289","-53.29573"
"79.47500","11.67655","-53.29549"
"79.50000","11.68026","-53.29675"
"79.52500","11.68396","-53.29700"
"79.55000","11.68759","-53.29629"
"79.57500","11.69117","-53.29800"
"79.60000","11.69487","-53.29849"
"79.62500","11.69857","-53.29881"
"79.65000","11.70232","-53.29936"
"79.67500","11.70600","-53.29987"
"79.70000","11.70964","-53.29959"
"79.72500","11.71326","-53.30008"
"79.75000","11.71692","-53.30101"
"79.77500","11.72068","-53.30039"
"79.80000","11.72437","-53.30124"
"79.82500","11.72801","-53.30233"
"79.85000","11.73162","-53.30159"
"79.87500","11.73536","-53.30185"
"79.90000","11.73904","-53.30275"
"79.92500","11.74274","-53.30363"
"79.95000","11.74642","-53.30390"
"79.97500","11.75003","-53.30420"
"80.00000","11.75366","-53.30472"
"80.02500","11.75734","-53.30339"
"80.05000","11.76109","-53.30490"
"80.07500","11.76482","-53.30410"
"80.10000","11.76847","-53.30482"
"80.12500","11.77211","-53.30502"
"80.15000","11.77578","-53.30528"
"80.17500","11.77947","-53.30599"
"80.20000","11.78318","-53.30553"
"80.22500","11.78690","-53.30557"
"80.25000","11.79050","-53.30561"
"80.27500","11.79410","-53.30602"
"80.30000","11.79779","-53.30658"
"80.32500","11.80154","-53.30595"
"80.35000","11.80524","-53.30715"
"80.37500","11.80889","-53.30667"
"80.40000","11.81252","-53.30548"
"80.42500","11.81620","-53.30630"
"80.45000","11.81985","-53.30666"
"80.47500","11.82360","-53.30689"
"80.50000","11.82734","-53.30587"
"80.52500","11.83094","-53.30707"
"80.55000","11.83454","-53.30735"
"80.57500","11.83824","-53.30643"
"80.60000","11.84201","-53.30744"
"80.62500","11.84571","-53.30662"
"80.65000","11.84933","-53.30692"
"80.67500","11.85294","-53.30630"
"80.70000","11.85660","-53.30667"
"80.72500","11.86030","-53.30669"
"80.75000","11.86401","-53.30614"
"80.77500","11.86777","-53.30608"
"80.80000","11.87137","-53.30541"
"80.82500","11.87498","-53.30598"
"80.85000","11.87871","-53.30502"
"80.87500","11.88247","-53.30520"
"80.90000","11.88616","-53.30541"
"80.92500","11.88978","-53.30438"
