Rate 1,"1.60000",mm/s
Start date,"9/27/2021"
Specimen label,""

Time,Extension,2 kg Beam Load Cell
(s),(mm),(N)
"8.45000","13.48742","0.93081"
"8.47500","13.52748","0.93326"
"8.50000","13.56742","0.93612"
"8.52500","13.60734","0.93865"
"8.55000","13.64727","0.94104"
"8.57500","13.68741","0.94353"
"8.60000","13.72824","0.94580"
"8.62500","13.76819","0.94823"
"8.65000","13.80780","0.95023"
"8.67500","13.84758","0.95305"
"8.70000","13.88752","0.95551"
"8.72500","13.92757","0.95805"
"8.75000","13.96747","0.96051"
"8.77500","14.00743","0.96269"
"8.80000","14.04750","0.96509"
"8.82500","14.08762","0.96775"
"8.85000","14.12799","0.97020"
"8.87500","14.16853","0.97280"
"8.90000","14.20844","0.97525"
"8.92500","14.24820","0.97759"
"8.95000","14.28811","0.97999"
"8.97500","14.32813","0.98229"
"9.00000","14.36813","0.98493"
"9.02500","14.40814","0.98707"
"9.05000","14.44817","0.98981"
"9.07500","14.48812","0.99189"
"9.10000","14.52795","0.99447"
"9.12500","14.56798","0.99669"
"9.15000","14.60852","0.99898"
"9.17500","14.64872","1.00125"
"9.20000","14.68915","1.00351"
"9.22500","14.72909","1.00599"
"9.25000","14.76880","1.00820"
"9.27500","14.80864","1.01072"
"9.30000","14.84863","1.01284"
"9.32500","14.88872","1.01503"
"9.35000","14.92867","1.01746"
"9.37500","14.96865","1.01973"
"9.40000","15.00856","1.02207"
"9.42500","15.04844","1.02444"
"9.45000","15.08829","1.02683"
"9.47500","15.12815","1.02918"
"9.50000","15.16797","1.03153"
"9.52500","15.20793","1.03398"
"9.55000","15.24883","1.03601"
"9.57500","15.28912","1.03850"
"9.60000","15.32883","1.04062"
"9.62500","15.36868","1.04290"
"9.65000","15.40866","1.04541"
"9.67500","15.44871","1.04759"
"9.70000","15.48881","1.05000"
"9.72500","15.52878","1.05228"
"9.75000","15.56875","1.05460"
"9.77500","15.60870","1.05677"
"9.80000","15.64874","1.05919"
"9.82500","15.68871","1.06150"
"9.85000","15.72877","1.06366"
"9.87500","15.76884","1.06614"
"9.90000","15.80849","1.06831"
"9.92500","15.84827","1.07045"
"9.95000","15.88825","1.07288"
"9.97500","15.92838","1.07498"
"10.00000","15.96846","1.07721"
"10.02500","16.00864","1.07940"
"10.05000","16.04863","1.08180"
"10.07500","16.08853","1.08392"
"10.10000","16.12845","1.08615"
"10.12500","16.16842","1.08826"
"10.15000","16.20845","1.09051"
"10.17500","16.24851","1.09280"
"10.20000","16.28841","1.09495"
"10.22500","16.32817","1.09706"
"10.25000","16.36795","1.09904"
"10.27500","16.40782","1.10146"
"10.30000","16.44764","1.10335"
"10.32500","16.48751","1.10528"
"10.35000","16.52799","1.10753"
"10.37500","16.56851","1.10939"
"10.40000","16.60859","1.11175"
"10.42500","16.64831","1.11364"
"10.45000","16.68809","1.11551"
"10.47500","16.72794","1.11734"
"10.50000","16.76785","1.11945"
"10.52500","16.80781","1.12155"
"10.55000","16.84793","1.12355"
"10.57500","16.88807","1.12581"
"10.60000","16.92828","1.12756"
"10.62500","16.96832","1.12918"
"10.65000","17.00799","1.13117"
"10.67500","17.04765","1.13304"
"10.70000","17.08751","1.13460"
"10.72500","17.12739","1.13686"
"10.75000","17.16727","1.13869"
