Maximum CNC 25 LB,"1.16902",N
Time at Maximum CNC 25 LB,"71.88900",s
Extension at Maximum CNC 25 LB,"10.52107",mm
Rate 1,"0.14640",mm/s
Start date,"9/16/2021"
Specimen label,""

Time,Extension,CNC 25 LB
(s),(mm),(N)
"8.62500","1.25900","-6.60030"
"8.65000","1.26262","-6.61773"
"8.67500","1.26621","-6.63555"
"8.70000","1.26987","-6.65311"
"8.72500","1.27362","-6.66649"
"8.75000","1.27730","-6.68233"
"8.77500","1.28093","-6.69947"
"8.80000","1.28454","-6.71307"
"8.82500","1.28820","-6.73000"
"8.85000","1.29188","-6.74583"
"8.87500","1.29558","-6.76145"
"8.90000","1.29927","-6.77961"
"8.92500","1.30287","-6.79404"
"8.95000","1.30645","-6.81189"
"8.97500","1.31014","-6.82601"
"9.00000","1.31387","-6.84631"
"9.02500","1.31761","-6.86023"
"9.05000","1.32120","-6.87683"
"9.07500","1.32480","-6.89668"
"9.10000","1.32848","-6.90974"
"9.12500","1.33217","-6.92879"
"9.15000","1.33591","-6.94446"
"9.17500","1.33957","-6.96218"
"9.20000","1.34316","-6.97752"
"9.22500","1.34675","-6.99382"
"9.25000","1.35047","-7.01204"
"9.27500","1.35419","-7.02720"
"9.30000","1.35784","-7.04556"
"9.32500","1.36146","-7.05953"
"9.35000","1.36507","-7.07619"
"9.37500","1.36877","-7.09422"
"9.40000","1.37245","-7.10910"
"9.42500","1.37615","-7.12572"
"9.45000","1.37983","-7.14140"
"9.47500","1.38347","-7.15933"
"9.50000","1.38708","-7.17423"
"9.52500","1.39071","-7.19044"
"9.55000","1.39437","-7.20719"
"9.57500","1.39811","-7.22040"
"9.60000","1.40181","-7.23840"
"9.62500","1.40544","-7.25359"
"9.65000","1.40908","-7.26900"
"9.67500","1.41272","-7.28447"
"9.70000","1.41643","-7.29969"
"9.72500","1.42014","-7.31515"
"9.75000","1.42377","-7.33134"
"9.77500","1.42735","-7.34789"
"9.80000","1.43103","-7.36189"
"9.82500","1.43472","-7.37603"
"9.85000","1.43844","-7.39279"
"9.87500","1.44213","-7.40779"
"9.90000","1.44574","-7.42445"
"9.92500","1.44931","-7.43954"
"9.95000","1.45293","-7.45343"
"9.97500","1.45667","-7.46910"
"10.00000","1.46038","-7.48404"
"10.02500","1.46397","-7.49957"
"10.05000","1.46756","-7.51477"
"10.07500","1.47125","-7.53063"
"10.10000","1.47495","-7.54669"
"10.12500","1.47863","-7.56075"
"10.15000","1.48227","-7.57588"
"10.17500","1.48588","-7.59051"
"10.20000","1.48950","-7.60434"
"10.22500","1.49319","-7.62110"
"10.25000","1.49693","-7.63383"
"10.27500","1.50062","-7.65111"
"10.30000","1.50421","-7.66192"
